,nome,ratio,genero_real,genero_predito_SVM,genero_predito_CNN,genero_predito_BiLSTM
79433,valcida,1.0,F,F,1,1
16464,degna,1.0,F,F,1,1
96651,jenailda,1.0,F,F,1,1
36953,iasser,1.0,M,M,1,1
88073,paulmira,1.0,F,F,0,1
78255,thuanny,1.0,F,F,1,1
31824,gesne,1.0,M,F,1,1
9791,bhianca,1.0,F,F,1,1
92151,philype,1.0,M,M,1,1
9867,bismar,1.0,M,M,1,1
97189,crhistina,1.0,F,F,0,1
63678,nilzimar,0.8717948717948718,F,M,1,1
2004,aelso,1.0,M,M,1,1
13625,cleoneide,1.0,F,F,1,1
44022,joaria,1.0,F,F,1,1
27684,eusebia,1.0,F,F,1,1
99801,jesele,1.0,F,F,1,1
67848,raiula,1.0,F,F,0,1
84805,ynaie,1.0,F,F,1,1
38928,irlete,1.0,F,F,1,1
64876,ogenio,1.0,M,M,1,1
88736,salverina,1.0,F,F,0,1
74927,sindevaldo,1.0,M,M,1,1
16917,delidio,1.0,M,M,1,1
43032,jeruzia,1.0,F,F,1,1
36307,hillery,1.0,F,F,1,1
89738,ulicia,1.0,F,F,0,1
36979,iberson,1.0,M,M,1,1
69175,renyson,1.0,M,M,1,1
29077,flaudemir,1.0,M,M,1,1
33871,gleyciara,1.0,F,F,0,1
60290,moane,1.0,F,F,1,1
66583,parecido,1.0,M,M,1,1
72667,sahid,1.0,M,M,1,1
62110,nederson,1.0,M,M,1,1
61670,natane,0.9822460776218002,F,F,1,1
98492,makaele,1.0,F,F,1,1
72658,safira,1.0,F,F,0,1
4804,alvamir,1.0,M,M,1,1
57447,marinizia,1.0,F,F,0,1
24997,elzilaine,1.0,F,F,0,1
7237,aribaldo,1.0,M,M,1,1
2782,alano,1.0,M,M,1,1
98495,thay,1.0,F,F,1,1
82822,wandley,1.0,M,M,1,1
40794,jaelio,1.0,M,M,0,1
98571,luceildo,1.0,M,M,1,1
57942,marney,0.7307692307692307,M,M,1,1
16639,deivides,1.0,M,M,1,1
39177,isauro,1.0,M,M,1,1
58635,maxmo,1.0,M,M,1,1
87486,josial,1.0,M,M,1,1
67031,plutarco,1.0,M,M,1,1
32231,gilane,1.0,F,F,1,1
95188,zelhia,1.0,F,F,1,1
83590,werleson,1.0,M,M,1,1
64004,noelen,1.0,F,F,1,1
78308,tialita,1.0,F,F,1,1
93960,mariaestela,1.0,F,F,1,1
61890,nauraci,1.0,F,F,0,1
17028,delsanira,1.0,F,F,1,1
57707,marjane,1.0,F,F,1,1
33040,gisely,1.0,F,F,1,1
68122,ranielma,1.0,F,F,0,1
49532,ketlley,1.0,F,F,1,1
76417,tae,0.6299212598425197,M,F,1,1
74568,siliandra,1.0,F,F,1,1
34815,hangel,1.0,M,M,1,1
54457,lucidelia,1.0,F,F,1,1
62432,nelia,1.0,F,F,1,1
31455,gerilda,1.0,F,F,1,1
94221,donelia,1.0,F,F,1,1
33426,glaucenira,1.0,F,F,1,1
62199,neidilane,1.0,F,F,1,1
32626,gilnete,1.0,F,F,1,1
40012,ivet,1.0,F,F,1,1
66147,otaciano,1.0,M,M,1,1
65352,oracelia,1.0,F,F,0,1
28554,fablicio,1.0,M,M,1,1
5022,alzires,1.0,M,F,0,1
43565,jhuliane,1.0,F,F,1,1
66165,otailson,1.0,M,M,1,1
52381,leucio,1.0,M,M,1,1
66128,osvanilton,1.0,M,M,1,1
56936,maria,0.9966430401438402,F,F,1,1
94469,cleissom,1.0,M,M,1,1
29685,francineude,0.8662790697674418,F,F,1,1
41471,jandis,1.0,M,M,1,1
72098,ruam,0.9894439208294062,M,M,1,1
45548,joseilson,1.0,M,M,1,1
13614,cleonaide,1.0,F,F,1,1
41901,jarbson,1.0,M,M,1,1
68712,regines,1.0,M,M,0,1
24155,elislania,1.0,F,F,1,1
100721,genefi,1.0,F,F,0,1
8799,aurizia,1.0,F,F,1,1
14587,crisangela,1.0,F,F,1,1
87430,elyon,1.0,M,M,1,1
75768,sueelen,1.0,F,F,1,1
87529,jalcir,1.0,M,M,0,1
32992,girnaldo,1.0,M,M,1,1
83801,whellen,1.0,F,M,1,1
33244,givanildo,0.996156370113434,M,M,1,1
82421,waldilea,1.0,F,F,0,1
13033,clebia,1.0,F,F,0,1
58805,mayssa,1.0,F,F,1,1
42477,jefete,1.0,M,F,1,1
59781,millyane,1.0,F,F,1,1
5471,anagila,1.0,F,F,1,1
8627,aurenilza,1.0,F,F,1,1
57122,mariestela,1.0,F,F,1,1
92670,duralice,1.0,F,F,1,1
74294,siderlandia,1.0,F,F,1,1
26216,erise,1.0,F,F,1,1
26359,erlangela,1.0,F,F,1,1
16250,dayci,1.0,F,F,1,1
30165,gairo,1.0,M,M,1,1
4473,almerisa,1.0,F,F,1,1
28647,fairuze,1.0,F,F,1,1
828,adelice,0.9836872087001554,F,F,1,1
91722,carlyne,1.0,F,F,1,1
33869,gleycianne,1.0,F,F,0,1
79849,valdevaldo,1.0,M,M,1,1
34044,gracelene,1.0,F,F,0,1
24493,ellana,1.0,F,F,1,1
6458,anilton,1.0,M,M,1,1
97528,duzulina,1.0,F,F,0,1
23335,eleta,1.0,F,F,1,1
99671,luismara,1.0,F,F,1,1
41406,jandecir,1.0,M,M,0,1
57257,marilisse,1.0,F,F,1,1
38015,ilzineia,1.0,F,F,0,1
24083,elisanja,1.0,F,F,1,1
94754,andersor,1.0,M,M,1,1
7840,arquibaldo,1.0,M,M,1,1
90881,elema,1.0,F,F,1,1
62163,neias,1.0,M,M,1,1
19009,dinamarcia,1.0,F,F,1,1
31674,gersonilda,1.0,F,F,1,1
51144,lausina,1.0,F,F,0,1
35165,helano,1.0,M,M,1,1
20742,ecilane,1.0,F,F,1,1
37946,ilssa,1.0,F,F,1,1
33587,gledio,1.0,M,M,1,1
65157,olvide,0.7727272727272727,M,M,0,1
41741,janita,1.0,F,F,0,1
6428,aniger,0.5396825396825397,F,M,1,1
52387,leude,0.8512195121951219,F,F,1,1
2378,aidalva,1.0,F,F,1,1
46432,joyciana,1.0,F,F,1,1
1380,adilon,1.0,M,M,1,1
83854,widsom,1.0,M,M,1,1
67079,pollyanne,1.0,F,F,1,1
79460,valcionei,1.0,M,M,1,1
85896,silenita,1.0,F,F,1,1
48610,katte,1.0,F,F,0,1
79810,valderlucio,1.0,M,M,1,1
10804,carolaini,1.0,F,F,0,1
37652,ilcon,1.0,M,M,0,1
4545,aloisa,1.0,F,F,1,1
21862,edival,0.9947434819175778,M,M,1,1
67637,raielly,1.0,F,F,1,1
65786,ortencio,1.0,M,M,1,1
80026,valdire,0.8816326530612245,F,F,0,1
9760,betino,1.0,M,M,1,1
74419,sidyney,1.0,M,M,1,1
8847,auzelina,1.0,F,F,1,1
32504,gileine,1.0,F,F,0,1
99008,anyonio,1.0,M,M,1,1
52352,leticya,1.0,F,F,1,1
82281,walberto,1.0,M,M,1,1
22956,elcinara,1.0,F,F,0,1
95200,evalber,1.0,M,M,1,1
12084,cimara,1.0,F,F,1,1
66705,pauline,0.9865178986517898,F,F,1,1
90774,admlson,1.0,M,M,1,1
82020,vival,1.0,M,M,1,1
38985,ironita,1.0,F,F,1,1
96572,antonael,1.0,M,M,1,1
92868,jolivia,1.0,F,F,0,1
81458,verenilce,1.0,F,F,1,1
53823,loira,1.0,F,F,1,1
100157,leozi,1.0,F,F,1,1
16495,deide,0.6760355029585798,F,F,1,1
8245,atemilson,1.0,M,M,1,1
43533,jhonthan,1.0,M,M,1,1
86663,osmae,1.0,M,M,1,1
49814,kildere,1.0,M,F,1,1
10653,carlitos,1.0,M,M,1,1
4424,allysom,1.0,M,M,1,1
9884,blaine,1.0,M,F,0,1
40057,ivolmar,1.0,M,M,1,1
6877,aquinaldo,1.0,M,M,1,1
30393,gedeana,1.0,F,F,1,1
992,ademiro,1.0,M,M,1,1
42629,jelcino,1.0,M,M,1,1
75909,suesia,1.0,F,F,1,1
36101,hialy,1.0,F,F,1,1
63393,nikolas,0.9892984542211652,M,M,1,1
46112,josmaria,1.0,F,F,1,1
42752,jenilsa,1.0,F,F,1,1
40547,jacinete,1.0,F,F,1,1
77131,tatielli,1.0,F,F,0,1
36798,iacara,1.0,F,F,0,1
48910,keivison,1.0,M,M,1,1
38627,iraneuma,1.0,F,F,1,1
11767,chistiane,1.0,F,F,1,1
51191,lawanda,1.0,F,F,1,1
58070,martania,1.0,F,F,1,1
81161,vardenir,1.0,M,M,1,1
50281,lacir,0.6025554808338938,M,M,0,1
61671,natanea,1.0,F,F,1,1
85949,shyley,1.0,F,F,1,1
45099,jony,0.9859116022099448,M,M,1,1
63557,nilrene,1.0,F,F,0,1
47130,julieni,1.0,F,F,0,1
39292,isllany,1.0,F,F,1,1
37694,ildelania,1.0,F,F,1,1
15093,daicy,1.0,F,F,1,1
17540,derci,0.564399664147775,F,F,1,1
45960,josilia,1.0,F,F,0,1
23034,eldima,1.0,F,F,1,1
27869,evaldo,0.9968306431530572,M,M,1,1
2878,albeni,0.5644699140401146,M,F,0,1
76411,tadiane,1.0,F,F,1,1
96786,ronielto,1.0,M,M,0,1
41291,jamyr,1.0,M,M,0,1
69093,renidio,1.0,M,M,0,1
1624,adnael,1.0,M,M,1,1
82436,waldinei,0.981409759876065,M,M,0,1
85251,zeildo,1.0,M,M,1,1
14338,cordelina,1.0,F,F,0,1
56720,marcius,1.0,M,M,1,1
33290,glabio,1.0,M,M,1,1
43961,joanilso,1.0,M,M,1,1
29995,fransuel,1.0,M,M,1,1
77230,tayenne,1.0,F,F,1,1
56139,mairon,0.9904870624048706,M,M,1,1
44674,johara,1.0,F,F,1,1
98232,cideria,1.0,F,F,0,1
66953,phillipi,1.0,M,M,1,1
5774,anazilda,1.0,F,F,1,1
59847,minoru,1.0,M,M,1,1
43630,jilcimara,1.0,F,F,0,1
62975,neusenir,1.0,F,F,1,1
74463,silamar,0.7211538461538461,F,F,1,1
57884,marlly,1.0,F,F,1,1
85120,zailton,1.0,M,M,1,1
30439,gedisson,1.0,M,M,1,1
60492,moriel,0.7283018867924528,M,M,0,1
253,acelmo,1.0,M,M,1,1
39401,isoldino,1.0,M,M,1,1
78856,ueber,1.0,M,M,0,1
78865,uedem,1.0,M,M,1,1
8441,audenis,1.0,M,M,1,1
40343,izidia,1.0,F,F,1,1
74478,silano,1.0,M,M,1,1
69502,richad,1.0,M,M,1,1
70560,romania,1.0,F,F,1,1
81380,veracilda,1.0,F,F,1,1
66321,ozaneide,1.0,F,F,1,1
17698,dervania,1.0,F,F,1,1
93443,eliesa,1.0,F,F,1,1
85173,zanda,1.0,F,F,1,1
37517,iglesias,1.0,M,M,0,1
97861,valdilio,1.0,M,M,1,1
91863,rainhane,1.0,F,F,0,1
7810,arnoudo,1.0,M,M,1,1
73115,sandrineia,1.0,F,F,1,1
49326,keroli,1.0,F,F,1,1
16233,daya,1.0,F,F,1,1
69413,rhony,1.0,M,M,1,1
76459,taia,0.7570093457943925,F,F,1,1
52445,leusi,1.0,F,F,1,1
26975,estelita,0.9964756074939716,F,F,1,1
74965,sinesio,1.0,M,M,1,1
62411,nelder,1.0,M,M,1,1
41191,jamara,1.0,F,F,0,1
50659,lanielle,1.0,F,F,0,1
76969,tarcimara,1.0,F,F,1,1
38690,iray,0.6041666666666666,F,F,1,1
5986,andreoli,1.0,M,M,1,1
16739,dejanir,0.5877906976744186,M,M,1,1
45350,jornan,1.0,M,M,1,1
36151,hideo,1.0,M,M,1,1
11555,chandra,1.0,F,F,1,1
57848,marlini,1.0,F,F,0,1
47442,jureni,0.8226415094339623,F,F,1,1
26027,ericlaudia,1.0,F,F,0,1
73182,sanoel,1.0,M,M,0,1
61524,narsizo,1.0,M,M,1,1
15300,dalgiza,1.0,F,F,1,1
41567,janes,0.525260029717682,M,M,1,1
13286,cleidismar,0.6120689655172413,F,M,1,1
88657,werisom,1.0,M,M,0,1
4928,alyff,1.0,M,M,1,1
19431,dirlete,1.0,F,F,1,1
9375,belit,1.0,F,F,0,1
64271,nubian,1.0,F,M,1,1
5842,anderson,0.9947744321183308,M,M,1,1
53104,lindejane,1.0,F,F,1,1
14677,crismo,1.0,M,M,1,1
26235,erismeuda,1.0,F,F,1,1
32899,giorgia,1.0,F,F,0,1
83685,wesles,1.0,M,M,1,1
67454,radarane,1.0,F,F,1,1
50072,klesio,1.0,M,M,1,1
75958,sulaima,1.0,F,F,1,1
77309,taziane,1.0,F,F,1,1
97939,nadyele,1.0,F,F,0,1
80337,valnicia,1.0,F,F,0,1
30425,gedielsom,1.0,M,M,0,1
46695,jucelito,1.0,M,M,1,1
6569,annette,1.0,F,F,1,1
87069,reinilto,1.0,M,M,1,1
78938,uemeson,1.0,M,M,1,1
34774,hamilcar,1.0,M,F,1,1
55034,luiziania,1.0,F,F,1,1
90602,misslaine,1.0,F,F,1,1
99544,gleidsom,1.0,M,M,1,1
82241,waislan,1.0,M,M,1,1
1225,adevani,0.5319148936170213,F,F,1,1
84780,yin,0.5490196078431373,M,M,1,1
27207,eucimeire,1.0,F,F,0,1
14844,critiane,1.0,F,F,1,1
49745,khadja,1.0,F,F,1,1
57863,marlissom,1.0,M,M,1,1
17704,derzi,1.0,F,F,1,1
17075,delvanio,1.0,M,M,1,1
9411,belquiz,1.0,F,M,1,1
13427,clelber,1.0,M,M,0,1
59229,merediane,1.0,F,F,1,1
18710,dijaci,0.7,M,F,1,1
89843,katen,1.0,F,F,1,1
3839,aleni,0.9448356807511736,F,F,1,1
25061,emanuela,0.9936068462119304,F,F,1,1
55499,lylian,1.0,F,F,1,1
21630,edinalson,1.0,M,M,1,1
75944,suiene,1.0,F,F,1,1
95932,ronida,1.0,F,F,0,1
49406,kesy,1.0,F,F,1,1
6540,anna,0.9967091657825172,F,F,1,1
72182,rubert,1.0,M,M,0,1
79937,valdilha,1.0,F,F,1,1
60040,mirivania,1.0,F,F,1,1
75980,suleiman,1.0,M,F,1,1
85709,zizina,1.0,F,F,1,1
7027,arceno,1.0,M,M,0,1
64764,odines,0.574468085106383,F,M,1,1
22333,edriane,1.0,F,F,1,1
85628,zilva,1.0,F,F,1,1
76986,tarcyana,1.0,F,F,1,1
2993,alboni,1.0,M,M,1,1
46323,jovelane,1.0,F,F,1,1
87117,meliano,1.0,M,M,1,1
22600,egenilson,1.0,M,M,1,1
48867,keisa,1.0,F,F,1,1
2982,albineia,1.0,F,F,0,1
24552,elmair,0.6,M,F,0,1
40975,jainne,1.0,F,F,0,1
74039,shelda,1.0,F,F,1,1
46072,josivalter,1.0,M,M,1,1
50834,laudaci,1.0,F,F,1,1
43661,jilka,1.0,F,F,1,1
63852,nivailda,1.0,F,F,1,1
47533,juscimeire,1.0,F,F,0,1
45097,jonson,1.0,M,M,1,1
72817,salvania,1.0,F,F,1,1
69481,ricarte,1.0,M,M,1,1
14388,cosmiana,1.0,F,F,1,1
81058,vanio,0.9906329832529096,M,M,1,1
87553,anasilia,1.0,F,F,1,1
11933,ciderlei,0.7707006369426752,M,M,0,1
49664,kevisson,1.0,M,M,1,1
3469,alderita,1.0,F,F,1,1
11992,cidronio,1.0,M,M,1,1
33472,glauco,0.995458215583367,M,M,1,1
1636,adnalia,1.0,F,F,1,1
74656,silvan,0.9562615101289136,M,M,1,1
4150,alicea,1.0,F,F,1,1
93501,marelina,1.0,F,F,0,1
96000,gilco,1.0,M,M,1,1
22079,edmarcia,1.0,F,F,1,1
44351,jodan,1.0,M,M,1,1
65154,olson,1.0,M,M,1,1
59003,melanea,1.0,F,F,1,1
62080,neara,1.0,F,F,1,1
26193,erionalda,1.0,F,F,1,1
3928,alessa,1.0,F,F,1,1
84906,yoshiteru,1.0,M,M,1,1
62819,netina,1.0,F,F,1,1
27401,eugene,1.0,M,F,1,1
75140,sisley,0.6363636363636364,F,F,1,1
75601,stelita,1.0,F,F,0,1
97844,wendrei,1.0,M,M,1,1
44331,joclecio,1.0,M,M,0,1
41139,jalile,1.0,F,F,0,1
3194,alcionir,0.8811475409836066,M,M,0,1
71547,rosijane,1.0,F,F,1,1
33171,giuliene,1.0,F,F,1,1
4140,aliatar,1.0,M,M,1,1
56331,mane,1.0,M,F,1,1
91213,welivan,1.0,M,M,1,1
99301,gennyfer,1.0,F,F,1,1
64263,nuan,1.0,M,M,1,1
40215,izaldo,1.0,M,M,1,1
15938,darilda,1.0,F,F,1,1
81633,vicelia,1.0,F,F,0,1
70404,rodvan,1.0,M,M,1,1
34419,gudimila,1.0,F,F,1,1
12134,cinezia,1.0,F,F,0,1
35042,hebrom,1.0,M,M,1,1
79954,valdimea,1.0,F,F,1,1
99278,criztiano,1.0,M,M,1,1
51425,ledineia,1.0,F,F,1,1
40623,jacline,1.0,F,F,0,1
63651,nilzana,1.0,F,F,1,1
3712,aleciane,1.0,F,F,1,1
26189,erinton,1.0,M,M,1,1
4937,alyson,0.9880147510755992,M,M,1,1
47913,kailane,0.9941583265323656,F,F,1,1
90822,alimiro,1.0,M,M,1,1
70699,ronadia,1.0,F,F,0,1
45537,joseide,1.0,F,F,1,1
96083,mayriane,1.0,F,F,0,1
11919,cideli,1.0,F,F,1,1
80048,valdisa,1.0,F,F,1,1
7577,arizo,1.0,M,M,1,1
52470,leuzivan,1.0,M,M,1,1
31050,genisete,1.0,F,F,1,1
82819,wandison,1.0,M,M,1,1
31160,geogiane,1.0,F,F,1,1
10196,cacila,1.0,F,F,0,1
80460,valtensir,1.0,M,M,1,1
68017,ramonita,1.0,F,F,1,1
30211,garcino,1.0,M,M,1,1
39789,ivalton,1.0,M,M,1,1
19521,diuvania,1.0,F,F,1,1
27844,evailda,1.0,F,F,1,1
16007,darleni,1.0,F,F,0,1
86795,malice,1.0,F,F,1,1
27971,evanicio,1.0,M,M,1,1
84290,wingleson,1.0,M,M,1,1
53558,litinha,1.0,F,F,1,1
97847,govelina,1.0,F,F,0,1
42315,jeancarlo,1.0,M,M,1,1
16275,daylson,1.0,M,M,1,1
32234,gilardo,1.0,M,M,1,1
8507,audrei,0.6695957820738138,F,M,1,1
76375,taciliano,1.0,M,M,0,1
77262,taymison,1.0,M,M,1,1
57375,marinelia,1.0,F,F,0,1
3986,alexandr,0.9080188679245284,M,M,1,1
87624,jonnis,1.0,M,M,1,1
22339,edrick,1.0,M,M,1,1
16552,deimison,1.0,M,M,1,1
84567,wyllyane,1.0,F,F,1,1
92561,elzete,1.0,F,F,0,1
76208,suzemara,1.0,F,F,1,1
89939,faira,1.0,F,F,1,1
85974,kettelin,1.0,F,F,1,1
15520,damasia,1.0,F,F,0,1
83923,wilcimara,1.0,F,F,0,1
15366,dalma,0.9739555073250136,F,F,1,1
58584,maxiley,1.0,M,M,0,1
51719,leivina,1.0,F,F,0,1
22922,elcia,1.0,F,F,0,1
39316,ismaik,1.0,M,M,1,1
71564,rosilani,1.0,F,F,1,1
74783,silvinho,1.0,M,M,1,1
94893,fiana,1.0,F,F,1,1
71937,rozan,1.0,M,M,1,1
100331,mikella,1.0,F,F,1,1
38861,irismeire,1.0,F,F,1,1
3825,alembergue,1.0,M,M,1,1
53788,lohran,1.0,M,M,1,1
31464,gerina,1.0,F,F,0,1
23213,elenilda,0.9959601400484784,F,F,1,1
93489,kaony,1.0,F,F,1,1
44779,joilde,0.7395348837209302,F,F,1,1
32256,gilberth,1.0,M,M,1,1
86077,odailtom,1.0,M,M,1,1
5316,amirian,1.0,F,F,1,1
80895,vaneila,1.0,F,F,1,1
1160,aderlina,1.0,F,F,1,1
60005,miriele,1.0,F,F,0,1
52877,liese,0.8085106382978723,F,F,1,1
92382,katla,1.0,F,F,1,1
35219,helemar,1.0,M,M,1,1
18731,dijanir,0.6190476190476191,F,M,1,1
77099,tateane,1.0,F,F,1,1
53784,lohayna,1.0,F,F,1,1
96883,cerila,1.0,F,F,1,1
84281,windila,1.0,F,F,1,1
41947,jardenice,1.0,F,F,0,1
34057,graciana,1.0,F,F,0,1
67263,queisa,1.0,F,F,1,1
76107,susian,1.0,F,M,1,1
61945,naydes,1.0,F,F,1,1
88922,jerleson,1.0,M,M,1,1
50046,klelson,1.0,M,M,1,1
7721,armelinda,1.0,F,F,1,1
17891,deusiana,1.0,F,F,1,1
86025,garlos,1.0,M,M,1,1
57584,maristenio,1.0,M,M,0,1
39197,isenildo,1.0,M,M,1,1
5502,anailta,1.0,F,F,1,1
64489,odacyr,1.0,M,M,1,1
67287,quelina,1.0,F,F,0,1
33948,glori,1.0,F,M,0,1
574,adamis,1.0,M,M,1,1
34671,hailto,1.0,M,M,1,1
61743,nathan,0.9840143120960296,M,M,1,1
31218,georgiane,1.0,F,F,1,1
48020,kalinda,1.0,F,F,1,1
96111,walqiria,1.0,F,F,0,1
56799,mardem,0.9593709043250328,M,M,1,1
87513,zilvanio,1.0,M,M,1,1
91585,viltor,1.0,M,M,1,1
60138,mishel,1.0,M,M,1,1
99877,jaqieline,1.0,F,F,0,1
21196,edgle,1.0,M,F,1,1
34777,hamilta,1.0,F,F,1,1
11648,chauane,1.0,F,F,1,1
27012,esterlane,1.0,F,F,0,1
3988,alexandre,0.9945192153966363,M,M,1,1
48123,kamyle,1.0,F,F,0,1
96475,geolandia,1.0,F,F,1,1
91823,vandeiltom,1.0,M,M,1,1
89438,olivandro,1.0,M,M,1,1
68283,raryson,1.0,M,M,1,1
30270,geanderson,1.0,M,M,1,1
55367,luzicleia,1.0,F,F,0,1
95164,creisla,1.0,F,F,0,1
38055,imo,1.0,M,M,1,1
47002,juiliana,1.0,F,F,1,1
32251,gilberlita,1.0,F,F,1,1
18927,dimar,0.7701421800947867,M,M,1,1
75839,suelito,1.0,M,M,1,1
56140,mairone,0.717948717948718,M,F,1,1
17234,dener,0.9900063023318628,M,M,1,1
30879,genei,0.6506849315068494,M,M,1,1
56001,maiga,1.0,F,F,1,1
90503,thalini,1.0,F,F,1,1
35710,herbete,1.0,M,M,1,1
23387,elezina,1.0,F,F,0,1
58553,mavione,1.0,F,F,1,1
89336,nercilha,1.0,F,F,1,1
72390,rumenigue,1.0,M,F,0,1
61321,nalzilene,1.0,F,F,0,1
85977,carnen,1.0,F,M,1,1
24548,ellyton,1.0,M,M,1,1
31100,geno,1.0,M,M,1,1
22596,egeane,1.0,F,F,1,1
57818,marlice,1.0,F,F,0,1
94662,josenelson,1.0,M,M,1,1
31767,gesica,0.9952179012902644,F,F,1,1
49518,ketler,1.0,F,M,1,1
30524,geilsa,1.0,F,F,1,0
46932,judicleia,1.0,F,F,0,1
79431,valcicleide,1.0,F,F,0,1
24574,elmirio,1.0,M,M,0,1
73474,secondino,1.0,M,M,1,1
26520,ernano,1.0,M,M,1,1
86336,osaldo,1.0,M,M,1,1
70071,robelha,1.0,F,F,0,1
90282,cherliton,1.0,M,M,1,1
7317,arienne,1.0,F,F,1,1
16724,dejaneide,1.0,F,F,1,1
23104,elecine,1.0,F,F,0,1
59808,milvio,1.0,M,M,1,1
11644,charton,1.0,M,M,1,1
82025,vivaldino,1.0,M,M,1,1
32913,giovander,1.0,M,M,1,1
73314,satiro,1.0,M,M,1,1
81105,vanoir,1.0,M,M,0,1
69313,rhaian,1.0,M,M,1,1
35492,helon,1.0,M,M,1,1
57671,marizangela,1.0,F,F,1,1
96284,flaviio,1.0,M,M,1,1
18251,dhafine,1.0,F,F,0,1
63607,niltom,1.0,M,M,1,1
2240,agnela,1.0,F,F,1,1
99066,jomes,1.0,M,M,0,1
65515,organa,1.0,F,F,1,1
18485,dianora,1.0,F,F,1,1
17423,deobaldo,1.0,M,M,1,1
55223,lusivane,1.0,F,F,1,1
36589,hotavio,1.0,M,M,1,1
9639,berli,0.5514018691588785,F,F,0,1
29597,francily,1.0,F,F,1,1
8143,atahualpa,1.0,M,F,1,1
43796,jivonete,1.0,F,F,1,1
18129,devina,1.0,F,F,0,1
176,abizael,1.0,M,M,1,1
81414,veranilde,1.0,F,F,1,1
33154,giulane,1.0,F,F,1,1
44954,jonatan,0.9920154717502416,M,M,1,1
87709,manrrique,1.0,M,M,0,1
37377,idio,1.0,M,M,1,1
69878,ritchiele,1.0,F,F,0,1
13755,clessi,1.0,F,F,1,1
29915,franklane,0.5949367088607594,M,F,1,1
77186,taufik,1.0,M,M,1,1
11354,celzo,1.0,M,M,1,1
89869,elllen,1.0,F,F,1,1
1416,adinaide,1.0,F,F,1,1
79283,vacir,0.8961038961038961,M,M,0,1
91309,ravla,1.0,F,F,0,1
16339,dazilma,1.0,F,F,0,1
59266,merielle,1.0,F,F,0,1
10290,caiza,1.0,F,F,0,1
1774,adrelaine,1.0,F,F,1,1
83429,wendersom,1.0,M,M,1,1
79165,umbilina,1.0,F,F,0,1
60881,nadion,1.0,M,M,1,1
58277,massaco,1.0,F,M,1,1
48757,kayte,1.0,F,F,1,1
49110,kelyana,1.0,F,F,1,1
85512,zhao,0.5511811023622047,M,M,1,1
3978,alexadrino,1.0,M,M,1,1
97494,ranaeli,1.0,F,F,0,1
47461,jurismar,1.0,M,M,1,1
78360,tielli,1.0,F,F,1,1
33037,giselly,1.0,F,F,1,1
33087,gisleia,1.0,F,F,0,1
17980,deuzana,1.0,F,F,1,1
5879,andrade,0.9449180327868852,M,M,1,1
26177,erineuma,1.0,F,F,0,1
37659,ildalene,1.0,F,F,1,1
43686,jilvanda,1.0,F,F,1,1
83234,welingtton,1.0,M,M,1,1
5263,amerson,1.0,M,M,1,1
21395,edilandio,1.0,M,M,1,1
80507,valterno,1.0,M,M,1,1
76971,tarcio,0.99352105656616,M,M,1,1
18050,deuzivaldo,1.0,M,M,1,1
5056,amadeo,1.0,M,M,1,1
622,adativa,1.0,F,F,1,1
93582,dijailma,1.0,F,F,1,1
67056,policarpo,1.0,M,M,1,1
52007,leofredo,1.0,M,M,1,1
43858,joailson,1.0,M,M,1,1
73596,selicia,1.0,F,F,0,1
56334,manfred,1.0,M,M,1,1
560,adamario,1.0,M,M,1,1
41464,jandir,0.9738328873030032,M,M,0,1
55854,maggy,1.0,F,F,1,1
23643,elie,0.628808864265928,M,F,1,1
16838,delcinei,1.0,M,M,0,1
49,abeilard,1.0,M,M,1,1
87820,slvano,1.0,M,M,1,1
27428,eulalio,1.0,M,M,1,1
47554,juselina,1.0,F,F,1,1
36601,hozani,1.0,F,F,1,1
24274,elivandia,1.0,F,F,1,1
40581,jacivan,1.0,M,M,0,1
45459,joseanes,1.0,F,M,1,1
65100,oliva,0.9450072358900145,F,F,0,1
54102,loti,1.0,F,F,1,1
72278,rude,0.8478605388272583,M,M,1,1
89079,emia,1.0,F,F,1,1
26918,estanley,1.0,M,M,1,1
64923,olana,1.0,F,F,1,1
54607,lucimara,0.9969909125559188,F,F,1,1
60790,naciza,1.0,F,F,0,1
89134,osilma,1.0,F,F,1,1
81054,vanine,1.0,F,F,0,1
64688,odice,1.0,F,F,0,1
31424,gerdson,1.0,M,M,1,1
88671,concenir,1.0,F,F,1,1
75371,solivan,0.9251336898395722,M,M,1,1
99505,edinide,1.0,F,F,1,1
55376,luzielen,1.0,F,F,1,1
47807,juzane,1.0,F,F,1,1
15400,dalsiza,1.0,F,F,1,1
21712,edinilson,0.9963934426229508,M,M,0,1
72985,sananda,1.0,F,F,1,1
23795,elifio,1.0,M,M,0,1
70030,rizolene,1.0,F,F,1,1
22475,edvangela,1.0,F,F,1,1
39850,ivanelde,1.0,F,F,1,1
66689,paulette,1.0,F,F,1,1
21699,edinice,1.0,F,F,0,1
65692,ormandino,1.0,M,M,1,1
82953,warliton,1.0,M,M,0,1
88527,sildeia,1.0,F,F,1,1
41558,janemary,1.0,F,F,1,1
20459,dulceleia,1.0,F,F,0,1
17194,demivaldo,1.0,M,M,1,1
2736,alaize,1.0,F,F,1,1
81,abeni,0.5507246376811594,M,F,1,1
15000,daeli,1.0,F,F,0,1
98257,cilvia,1.0,F,F,1,1
21840,edistio,1.0,M,M,1,1
51489,leicir,1.0,F,M,0,1
